trip,tripSlug,photoId,location,date,alt,caption,description,Make,Model,LensModel,FocalLength,FocalLengthIn35mmFormat,FNumber,ExposureTime,ISO,ExposureProgram,MeteringMode,WhiteBalance,Flash,DateTimeOriginal,GPSLatitude,GPSLongitude,width,height,src
"japan-2025","japan-2025","jap-46","Kamakura, Japan","2025-06-04","Kamakura, Japan, tranquil pond covered in vibrant green lotus leaves, lush trees, modern building with glass, cloudy sky.","Kamakura · verdant lotus reflections","A tranquil Japanese garden pond in Kamakura is blanketed by countless vibrant green lotus leaves. Lush forested hills rise in the background, framing the scene. A modern building with expansive glass windows, nestled among the trees, overlooks the calm waters. The overcast sky casts a soft, diffused light, enhancing the verdant hues of the foliage. Droplets glisten on the broad leaves, adding a delicate detail to this serene natural landscape.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/1800","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 11:12:01","35 deg 19' 26.53"" N","139 deg 33' 18.08"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/46-kamakura-japan-lotus-pond-green-leaves-garden-serene"
"japan-2025","japan-2025","jap-47","Tsurugaoka Hachimangu Shrine, Kamakura, Japan","2025-06-04","View up grand stone steps to Tsurugaoka Hachimangu Shrine in Kamakura, Japan, bustling with visitors under a cloudy sky.","Kamakura · Grand steps to sacred serenity","Visitors ascend and descend the imposing stone staircase leading to Tsurugaoka Hachimangu Shrine in Kamakura, Japan. The vibrant red traditional gate, adorned with gold accents, stands majestically under a patterned sky of white clouds. Lush green foliage frames the scene, providing a sense of natural tranquility amidst the lively crowd. Sunlight softly illuminates the architectural details and the varied textures of the ancient stone steps, inviting exploration into Japan's rich cultural heritage.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/3000","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 11:18:04","35 deg 19' 32.25"" N","139 deg 33' 21.87"" E","2819","3759","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/47-tsurugaoka-hachimangu-shrine-steps-kamakura-japan"
"japan-2025","japan-2025","jap-48","Tsurugaoka Hachimangū, Kamakura, Japan","2025-06-04","Tsurugaoka Hachimangū Shrine in Kamakura, Japan. Tourists ascend and descend grand stone stairs to the vibrant red main hall under a cloudy sky.","Kamakura · ascent to sacred red","The Tsurugaoka Hachimangū Shrine in Kamakura, Japan, welcomes visitors. A wide, grand stone staircase leads to the main hall, painted a striking red with intricate golden details. People ascend and descend the steps, some wearing masks, enjoying the vibrant atmosphere. Lush green foliage frames the ancient architecture, creating a beautiful contrast under a soft, cloudy sky.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/220","25","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 11:18:16","35 deg 19' 32.27"" N","139 deg 33' 21.93"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/48-tsurugaoka-hachimangu-shrine-kamakura-japan-stairs"
"japan-2025","japan-2025","jap-49","Dankazura, Kamakura, Japan","2025-06-04","Pedestrian walkway lined with dense green trees and traditional stone lanterns in Kamakura, Japan, with people walking under dappled sunlight.","Kamakura · verdant canopy, tranquil stroll","Sunlight filters through a dense canopy of lush green trees, creating intricate patterns of dappled light on a tranquil pedestrian walkway in Kamakura, Japan. Traditional stone lanterns line the path, nestled amongst verdant shrubs and bamboo accents. People stroll leisurely, enjoying the shaded, serene atmosphere. This iconic Japanese scene captures the peaceful blend of nature and urban life, inviting exploration and reflection.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/120","25","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 11:35:48","35 deg 19' 21.65"" N","139 deg 33' 15.67"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/49-kamakura-dankazura-tree-tunnel-pedestrian-walkway-japan"
"japan-2025","japan-2025","jap-50","Kamakura, Japan","2025-06-04","Kamakura, Japan street scene: Surfer in wetsuit with red board & yellow bicycle crosses street near vending machines, pedestrians.","Kamakura · Coastal rhythms, street life","A candid street scene unfolds in Kamakura, Japan, revealing the city's unique rhythms. A surfer, wetsuit-clad, pushes a yellow bicycle with a vibrant red surfboard across a pedestrian crossing. Soft, diffused light highlights weathered corrugated metal buildings and colorful vending machines. An elderly man in an apron stands on the sidewalk, observing the daily urban flow. This snapshot captures the blend of surf culture and everyday Japanese life.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/350","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 11:55:03","35 deg 18' 50.30"" N","139 deg 32' 37.54"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/50-kamakura-japan-street-surfer-bicycle-red-surfboard-urban"
"japan-2025","japan-2025","jap-51","Kamakura, Japan","2025-06-04","Older Japanese man on teal scooter pauses on a Kamakura street, beside a cafe sign and giant ice cream cone.","Kamakura · thoughtful pause on scooter","An older Japanese man in Kamakura pauses on his teal scooter, wearing a white helmet and blue jacket. He thoughtfully rests his hand on his chin, observing the street. Behind him, a quaint cafe features a brick facade, Japanese signage, and a playful giant ice cream cone. The soft, even light illuminates this authentic urban moment, reflecting daily life in Japan.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/270","25","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 12:04:59","35 deg 18' 46.37"" N","139 deg 32' 7.83"" E","2569","3426","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/51-kamakura-japan-man-scooter-street-cafe-daily-life"
"japan-2025","japan-2025","jap-52","Hasedera Temple, Kamakura, Japan","2025-06-04","Hasedera Temple, Kamakura, Japan. Hundreds of moss-covered stone Jizo statues beside a tranquil stream, lush green garden.","Kamakura · stone Jizo, mossy tranquility","Hundreds of stone Jizo statues stand solemnly, cloaked in vibrant green moss, in a tranquil Kamakura temple garden. A gentle stream flows beside them, its water glinting softly. Lush foliage and towering trees create a serene backdrop, fostering a sense of peace and ancient spirituality. Soft, diffused light illuminates the intricate details, emphasizing the profound stillness of this sacred space.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual wide camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/180","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 12:20:06","35 deg 18' 46.28"" N","139 deg 32' 0.14"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/52-hasedera-temple-jizo-statues-moss-garden-kamakura-japan"
"japan-2025","japan-2025","jap-53","Kamakura, Japan","2025-06-04","Ancient stone monk statue sits on mossy rocks beside a tranquil pond in a lush Kamakura temple garden, Japan. Japanese sign.","Kamakura · mossy guardian, tranquil pond","A weathered stone statue of a seated monk rests on vibrant moss-covered rocks, overlooking a dark, reflective pond. Lush green foliage frames the tranquil scene, creating a sense of ancient peace. A wooden sign with Japanese characters, including a Manji symbol, stands subtly in the verdant background. Soft, diffused light highlights the textures of stone and plant life, evoking deep serenity in this Japanese garden.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/80","250","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 12:20:30","35 deg 18' 45.92"" N","139 deg 32' 0.25"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/53-kamakura-japan-stone-monk-statue-mossy-garden-pond"
"japan-2025","japan-2025","jap-54","Kamakura, Japan","2025-06-04","Multi-armed, multi-headed Kannon bodhisattva statue in meditation, holding implements, intricate carvings, Kamakura, Japan.","Kamakura · golden divinity, serene contemplation","A magnificent multi-armed Kannon bodhisattva statue radiates golden light, captured in Kamakura, Japan. The deity sits in serene meditation, adorned with a multi-faced crown and holding intricate implements. Exquisite details in the robes and halo emphasize its divine presence. Soft, ambient light illuminates the metallic texture, evoking a profound sense of peace and ancient spirituality in this sacred space.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/80","250","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 12:29:31","35 deg 18' 42.68"" N","139 deg 31' 57.88"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/54-kamakura-japan-multi-armed-kannon-bodhisattva-statue"
"japan-2025","japan-2025","jap-55","Kamakura, Japan","2025-06-04","Panoramic view of Kamakura city, Sagami Bay, and beach from a lush green hillside with visitors admiring flowers, Japan","Kamakura · coastal views, verdant hills","A sweeping panoramic vista reveals Kamakura's vibrant coastal landscape. Lush green trees frame a bustling city, its buildings cascading down towards the sandy beach of Sagami Bay. The calm turquoise sea stretches under a softly clouded sky, meeting distant hills. Visitors stroll through a verdant garden in the foreground, enjoying the serene atmosphere and diverse flora. This elevated perspective captures the harmonious blend of urban life and natural beauty in Japan's historic city.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/5600","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 12:31:38","35 deg 18' 42.21"" N","139 deg 31' 57.33"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/55-kamakura-coastal-view-sagami-bay-japan-green-hills"
"japan-2025","japan-2025","jap-56","Great Buddha of Kamakura, Kamakura, Japan","2025-06-04","Kamakura Daibutsu, Japan: immense bronze Buddha statue, lush green forest, blue sky, visitors admiring ancient landmark.","Kamakura · serene giant, ancient gaze","The majestic Great Buddha of Kamakura, Japan, a towering bronze statue, sits serenely beneath a vibrant blue sky with scattered clouds. Lush green trees frame this ancient monument, which rests against a verdant hillside. A lively crowd of visitors gathers around its base, admiring the cultural landmark and experiencing its profound presence, a symbol of peace and history.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/240","25","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 13:55:02","35 deg 18' 58.57"" N","139 deg 32' 7.88"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/56-kamakura-daibutsu-japan-great-buddha-bronze-statue"
"japan-2025","japan-2025","jap-57","Great Buddha of Kamakura, Kamakura, Japan","2025-06-04","Colossal bronze Great Buddha of Kamakura (Daibutsu) under a cloudy sky, partially obscured by a stone column. Japan landmark.","Kamakura · timeless bronze serenity","A colossal outdoor bronze Buddha statue, the Daibutsu, showcases a serene expression and weathered green patina. Coiled hair and draped robes are visible under a partly cloudy sky, with hints of blue. Lush, verdant hills rise majestically behind the ancient figure. A blurred stone column frames the left foreground. Visitors gather reverently at the statue's base in Kamakura, Japan.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/250","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 14:00:32","35 deg 18' 59.67"" N","139 deg 32' 7.94"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/57-kamakura-great-buddha-daibutsu-bronze-statue-japan"
"japan-2025","japan-2025","jap-58","Enoshima Shrine, Fujisawa, Japan","2025-06-04","Enoshima Shrine path, Fujisawa, Japan: busy street, traditional buildings, weathered green torii gate, distant temple, crowd.","Enoshima · vibrant pilgrimage path under blue sky","A bustling street scene unfolds in Fujisawa, Japan, beneath a bright, cloudy sky. Crowds of people navigate a vibrant path, flanked by traditional Japanese wooden buildings featuring intricate tiled roofs. A prominent, weathered green torii gate marks an entrance, leading upwards towards a verdant, tree-covered hillside. A traditional temple structure emerges from the dense foliage in the distance, inviting exploration and embodying tranquil, historical beauty amidst the lively thoroughfare.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/250","32","Program AE","Spot","Auto","Off, Did not fire","2025:06:04 15:04:07","35 deg 18' 8.69"" N","139 deg 28' 52.54"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/58-enoshima-shrine-fujisawa-japan-street-crowd-torii"
"japan-2025","japan-2025","jap-59","Mount Fuji, Fujisawa, Japan","2025-06-04","Snow-capped Mount Fuji looms over a dense, dark green forest and distant hazy mountains under a cloudy sky, Fujisawa, Japan.","Mount Fuji · serene peak through clouds","Japan's iconic snow-capped Mount Fuji rises majestically in the distance, partially veiled by atmospheric haze and layered clouds. A vast expanse of dense, dark green forest covers undulating hills in the foreground. The sky above features soft, streaky clouds, hinting at clear blue patches. This tranquil Fujisawa landscape captures a timeless natural beauty, bathed in diffused, gentle light, evoking a profound sense of peaceful grandeur.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/2700","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 15:19:50","35 deg 17' 55.14"" N","139 deg 28' 47.00"" E","2473","3297","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/59-mount-fuji-fujisawa-japan-forest-landscape-cloudy-sky"
"japan-2025","japan-2025","jap-60","Fujisawa, Japan","2025-06-04","Close-up of weathered green bronze dragon statue with horns, scales, and fierce expression against a cloudy blue sky in Fujisawa, Japan.","Fujisawa · Mythic guardian beneath cloudy skies","A weathered bronze dragon statue stands majestically in Fujisawa, Japan, its green patina glistening under a dynamic, cloudy sky. Intricate scales and fierce, detailed facial features convey ancient power and mysticism. The low angle accentuates its imposing form, framed by soft natural light illuminating its textured surface. Lush green foliage subtly hints at a surrounding garden or temple ground, immersing viewers in Japan's rich cultural heritage and captivating artistry.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/1400","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 15:33:46","35 deg 17' 56.98"" N","139 deg 28' 32.27"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/60-fujisawa-japan-weathered-bronze-dragon-statue-sky"
"japan-2025","japan-2025","jap-61","Enoshima Island, Fujisawa, Japan","2025-06-04","Enoshima Island red pedestrian bridge over rocky coast, Fujisawa, Japan. People enjoy ocean views under blue sky.","Enoshima · vibrant red path, tranquil ocean views","A striking red pedestrian bridge curves gracefully over the rocky shoreline near Fujisawa, Japan. Sunlight illuminates the vibrant railing and concrete structure against the calm, blue Pacific Ocean. People stroll and pause, enjoying the serene coastal views. The sky overhead is a clear expanse of blue with soft, wispy clouds. Below, the low tide reveals a textured, wet rockscape, inviting exploration.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/750","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:04 15:40:18","35 deg 17' 55.45"" N","139 deg 28' 30.24"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/61-enoshima-island-red-bridge-coastal-fujisawa-japan"
"japan-2025","japan-2025","jap-62","Fushimi Inari Taisha, Kyoto, Japan","2025-06-05","Young boy touches vibrant orange torii gate post at Fushimi Inari Taisha, Kyoto. Japanese script visible on traditional path.","Kyoto · vibrant torii path discovery","A young boy extends a curious hand to an iconic orange torii gate post at Fushimi Inari Taisha, Kyoto. Sunlight filters through the dense tunnel of thousands of gates, casting warm, dappled light on the stone pathway. Black Japanese characters adorn the vibrant pillars, signifying offerings. Visitors stroll along, immersed in the spiritual atmosphere of this revered Shinto shrine, a truly unique Japanese experience.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/40","400","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 10:08:07","34 deg 58' 0.50"" N","135 deg 46' 29.87"" E","2678","3570","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/62-fushimi-inari-taisha-kyoto-japan-boy-torii-gates"
"japan-2025","japan-2025","jap-63","Fushimi Inari-taisha, Kyoto, Japan","2025-06-05","Family with young children walks through vibrant orange Fushimi Inari-taisha torii gates, Kyoto, Japan. Striped shadows on path.","Fushimi Inari · vibrant path of a thousand gates","Sunlight streams through the iconic orange torii gates of Fushimi Inari-taisha, casting dramatic striped shadows across the pathway. Visitors, including families with young children, wander through the vivid corridors, experiencing the spiritual ambiance. Japanese characters adorn the wooden pillars, adding cultural authenticity to the scene. The bright, warm atmosphere invites exploration and reflection amidst Kyoto's sacred beauty.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/120","200","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 10:32:07","34 deg 58' 3.81"" N","135 deg 46' 32.07"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/63-fushimi-inari-taisha-torii-gates-kyoto-japan-family"
"japan-2025","japan-2025","jap-64","Fushimi Inari-taisha, Kyoto, Japan","2025-06-05","Vermilion torii gates tunnel at Fushimi Inari-taisha, Kyoto, Japan. Sunlight stripes path, showing Japanese kanji.","Fushimi Inari · vermilion tunnel of light","A captivating view through a seemingly endless corridor of vibrant vermilion torii gates, characteristic of Fushimi Inari-taisha. Bright sunlight filters through the gaps, casting distinct, rhythmic horizontal shadows across the textured path. Each traditional wooden pillar displays intricate Japanese calligraphy, dedicated by patrons. The striking orange hues, contrasted with dark bases and hints of green foliage, create an immersive, spiritual atmosphere, inviting viewers deeper into the sacred space.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/550","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 10:34:08","34 deg 58' 4.70"" N","135 deg 46' 33.49"" E","2995","3993","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/64-fushimi-inari-taisha-torii-gates-kyoto-japan-sunlight"
"japan-2025","japan-2025","jap-65","Fushimi Inari-taisha, Kyoto, Japan","2025-06-05","Fushimi Inari-taisha torii gates in Kyoto, Japan. Tourists walk a sunlit path lined with vibrant vermilion shrines and lush greenery.","Fushimi Inari-taisha · endless crimson pathways beckon","Sunlight streams through a radiant tunnel of vermilion torii gates at Fushimi Inari-taisha. Visitors stroll the winding path, immersed in dappled light and deep shadows. Japanese kanji inscriptions grace the iconic shrine structures, towering amidst vibrant green foliage. This scene captures a spiritual journey through the cultural heart of Kyoto, Japan.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/400","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 10:37:09","34 deg 58' 4.74"" N","135 deg 46' 35.20"" E","2875","3833","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/65-fushimi-inari-taisha-kyoto-vermilion-torii-gates-japan"
"japan-2025","japan-2025","jap-66","Fushimi Inari-taisha, Kyoto, Japan","2025-06-05","Man, child hold hands on sun-dappled path through vibrant orange Fushimi Inari-taisha torii gates, Kyoto, Japan.","Fushimi Inari · vermilion gates, dappled light","Sunlight streams dramatically through the thousands of vermilion torii gates at Fushimi Inari-taisha, creating a captivating play of light and shadow on the pathway. A man and child hold hands, strolling beneath the vibrant archways adorned with black calligraphy. The path, lined by dark gate bases and hints of green foliage, invites quiet contemplation on this iconic pilgrimage route in Kyoto, Japan.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/120","40","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 10:41:32","34 deg 58' 5.01"" N","135 deg 46' 40.36"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/66-fushimi-inari-taisha-kyoto-torii-gates-dappled-light"
"japan-2025","japan-2025","jap-67","Fushimi Inari Shrine, Kyoto, Japan","2025-06-05","Japanese woman in floral yukata with purple obi walks down steps at Fushimi Inari Shrine, Kyoto, under dappled light.","Fushimi Inari · steps through sacred light","A Japanese woman, elegantly dressed in a white yukata with subtle floral patterns and a vibrant purple obi, descends ancient stone steps. Dappled sunlight filters through the lush forest canopy, illuminating her path and the surrounding dried leaves. In the soft-focus background, vibrant red torii gates and traditional stone lanterns hint at a sacred journey, a pilgrimage through Kyoto's iconic Fushimi Inari Shrine. This image beautifully captures tranquil beauty and timeless tradition.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/90","250","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 10:47:57","34 deg 58' 4.59"" N","135 deg 46' 41.95"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/67-kyoto-fushimi-inari-shrine-woman-yukata-torii-steps-japan"
"japan-2025","japan-2025","jap-68","Byodo-in Temple, Uji, Japan","2025-06-05","Byodo-in Temple Phoenix Hall, Uji, Japan. Ornate traditional Japanese Buddhist temple architecture, red facade, tiled roof, sunlit.","Byodo-in · ancient beauty, timeless serenity","Byodo-in Temple in Uji, Japan, stands majestically under a clear blue sky. Its iconic red wooden architecture, crowned with a graceful tiled roof and intricate golden accents, commands attention. Lush green leaves softly frame the historic Phoenix Hall. A serene gravel courtyard and manicured bushes complete this picturesque scene, embodying timeless Japanese elegance, as bright sunlight casts crisp shadows, highlighting the temple's beauty.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/500","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 12:06:40","34 deg 53' 20.84"" N","135 deg 48' 30.17"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/68-byodo-in-temple-phoenix-hall-uji-japan-architecture"
"japan-2025","japan-2025","jap-69","Byodo-in Temple, Uji, Japan","2025-06-05","Byodo-in Temple Phoenix Hall, Uji, Japan. Red traditional Buddhist architecture, tiled roofs, golden phoenixes, tranquil pond, spring foliage.","Uji · ancient phoenixes dream on tranquil water","Sunlight illuminates Byodo-in Temple's vibrant red architecture, its intricate tiled roofs adorned with golden phoenixes. A tranquil pond reflects the majestic structure, surrounded by a meticulously arranged gravel path. Fresh spring foliage frames the scene, adding natural beauty. The clear blue sky overhead emphasizes the serene, historic atmosphere of this iconic Japanese Buddhist landmark in Uji.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/440","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 12:08:25","34 deg 53' 19.96"" N","135 deg 48' 28.91"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/69-byodo-in-temple-phoenix-hall-uji-japan-spring-pond"
"japan-2025","japan-2025","jap-70","Uji, Japan","2025-06-05","Uji, Japan traditional tea ceremony setup with cast iron kettle, bamboo whisk, matcha bowls on rustic wooden surface.","Uji · timeless tea tradition","A traditional Japanese tea ceremony setup in Uji, Japan, fills the frame. A dark, textured cast iron kettle rests atop a rustic wooden hearth. Beside it, a delicate bamboo matcha whisk and a silver tea strainer await use. Below, multiple ceramic tea bowls, cups, and small dishes, some holding green tea leaves, are arranged on dark lacquered trays. Soft, diffused light highlights the earthy tones and intricate details, evoking a serene, authentic atmosphere of Japanese tea culture.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/60","250","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 12:35:18","34 deg 53' 18.49"" N","135 deg 48' 19.84"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/70-uji-japan-traditional-tea-ceremony-matcha-setup"
"japan-2025","japan-2025","jap-71","Kinkaku-ji, Kyoto, Japan","2025-06-05","Kinkaku-ji Golden Pavilion reflecting in Kyōko-chi pond, Kyoto, Japan. Lush Japanese garden, traditional temple architecture, phoenix statue.","Kinkaku-ji · golden glow, tranquil waters","The iconic Kinkaku-ji, the Golden Pavilion, stands resplendent, its gold leaf shimmering under a bright, clear sky. It reflects perfectly in the serene Kyōko-chi pond, creating a symmetrical masterpiece. Lush, sculpted Japanese pine trees adorn the water's edge, complementing the traditional architecture. A vibrant green forest provides a majestic backdrop, embodying ancient Kyoto's timeless beauty and spiritual calm.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/390","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 14:23:46","35 deg 2' 20.02"" N","135 deg 43' 43.04"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/71-kinkaku-ji-golden-pavilion-kyoto-japan-reflection"
"japan-2025","japan-2025","jap-72","Kinkaku-ji, Kyoto, Japan","2025-06-05","Kinkaku-ji, Kyoto's Golden Pavilion, reflects perfectly in Kyōkochi Pond, surrounded by lush green foliage in Japan.","Kinkaku-ji · Golden glow, mirrored serenity","The magnificent Kinkaku-ji, Kyoto's Golden Pavilion, shimmers brilliantly under a clear sky. Its golden facade, topped with a striking phoenix ornament, reflects perfectly in the serene Kyōkochi pond. Lush green trees and distant mountains provide a verdant backdrop, enhancing the temple's iconic Japanese architecture. The tranquil atmosphere invites contemplation, capturing a timeless scene of cultural heritage and natural beauty.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/640","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:06:05 14:27:17","35 deg 2' 20.42"" N","135 deg 43' 44.08"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/japan/72-kinkakuji-golden-pavilion-kyoto-japan-reflection-temple"
